id,kShortName,kDemangledName,ground_truth,duration,overlap_ratio,slowdown,ID,Kernel Name,Compute throughput,SM,Memory throughput,DRAM throughput,Achieved occupancy,Maximum occupancy,L1 hit rate,L2 hit rate
321,layer_norm_grad_input_kernel_vectorized,"void at::native::<unnamed>::layer_norm_grad_input_kernel_vectorized<float, float>(const T1 *, const T1 *, const T2 *, const T2 *, const T1 *, T1 *, int)",64833,58753,0.04084897792453152,-2.295758847089188,320,layer_norm_grad_input_kernel_vectorized,37.28,108,65.22,65.22,65.27,75.0,44.22,53.68
322,GammaBetaBackwardCUDAKernel_32x32,"void at::native::<unnamed>::GammaBetaBackwardCUDAKernel_32x32<float, float>(long, long, const T1 *, const T1 *, const T2 *, const T2 *, T1 *, T1 *)",97538,408999,1.0,3.193227255018557,321,GammaBetaBackwardCUDAKernel_32x32,12.31,108,38.54,38.54,49.91,100.0,0.09,18.33
323,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",52321,44257,1.0,-0.1541254945433,322,vectorized_elementwise_kernel,6.59,108,73.26,73.26,88.27,100.0,29.02,40.59
324,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4288,2688,1.0,-0.373134328358209,323,vectorized_elementwise_kernel,0.02,108,0.49,0.09,6.19,100.0,0.0,90.29
325,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",3840,2624,1.0,-0.3166666666666667,324,vectorized_elementwise_kernel,0.02,108,0.48,0.09,6.21,100.0,0.0,88.26
326,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::masked_scale_kernel<bool, float, float>(at::Tensor &, const at::Tensor &, const at::Tensor &, T3)::[lambda(float, bool) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",42913,41313,1.0,-0.03728473889031296,325,vectorized_elementwise_kernel,15.61,108,67.48,67.48,85.09,100.0,0.0,54.55
327,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,1043539,632651,1.0,-0.3937447474411593,326,ampere_sgemm_128x32_tn,87.78,108,80.23,2.46,45.64,50.0,0.52,97.4
328,ampere_sgemm_64x32_sliced1x4_nt,ampere_sgemm_64x32_sliced1x4_nt,1111156,898833,0.6147827238207765,-0.3108138417749409,327,ampere_sgemm_64x32_sliced1x4_nt,82.1,108,46.79,5.98,20.85,25.0,0.08,81.43
329,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",43841,30817,0.0,0.0,328,reduce_kernel,9.55,108,33.68,33.68,41.57,62.5,8.28,6.82
330,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",3744,2496,0.0,0.0,329,vectorized_elementwise_kernel,0.02,108,0.47,0.09,6.21,100.0,0.0,88.32
331,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",7712,4704,0.0,0.0,330,vectorized_elementwise_kernel,4.03,108,19.04,18.93,42.33,100.0,0.0,53.39
332,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",52353,47969,0.05937167754174571,-1.410423879210639,331,vectorized_elementwise_kernel,6.46,108,75.67,75.67,88.31,100.0,0.0,46.13
333,reduce_kernel,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",71938,116034,1.0,0.6129722816870082,332,reduce_kernel,75.76,108,24.01,24.01,90.21,100.0,10.44,8.85
334,elementwise_kernel,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",7552,7296,1.0,-0.03389830508474576,333,elementwise_kernel,6.1,108,12.42,3.24,20.37,100.0,0.0,86.36
335,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<unsigned char>, at::detail::Array<char *, (int)1>>(int, T2, T3)",69153,44097,1.0,-0.3623270140124072,334,vectorized_elementwise_kernel,14.5,108,24.13,4.46,9.3,100.0,0.0,100.07
336,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,"fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80(PyTorchMemEffAttention::AttentionBackwardKernel<cutlass::arch::Sm80, float, (bool)1, (bool)1, (bool)0, (int)64, (int)64, (int)64, (bool)0>::Params)",1969029,1267415,1.0,-0.3563248687551072,335,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,37.28,108,30.38,11.69,12.16,12.5,17.03,81.41
337,CatArrayBatchedCopy_aligned16_contig,"void at::native::<unnamed>::CatArrayBatchedCopy_aligned16_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)3, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",117634,111746,1.0,-0.05005355594470987,336,CatArrayBatchedCopy_aligned16_contig,58.42,108,75.58,75.58,90.91,100.0,60.0,62.86
338,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,3093433,1966756,0.2523266739748093,-1.443429415299065,337,ampere_sgemm_128x32_tn,88.67,108,80.06,2.25,45.65,50.0,0.18,97.19
339,ampere_sgemm_128x32_sliced1x4_nt,ampere_sgemm_128x32_sliced1x4_nt,2797876,1768289,0.0,0.0,338,ampere_sgemm_128x32_sliced1x4_nt,98.07,108,40.39,4.94,12.5,12.5,0.0,85.4
340,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",102146,71713,0.0,0.0,339,reduce_kernel,12.03,108,52.24,52.24,56.26,62.5,6.39,19.67
341,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",3968,2592,0.0,0.0,340,vectorized_elementwise_kernel,0.04,108,0.57,0.18,6.18,100.0,0.0,81.34
342,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",13185,8992,0.0,0.0,341,vectorized_elementwise_kernel,6.69,108,32.69,32.69,66.65,100.0,0.0,52.28
343,layer_norm_grad_input_kernel_vectorized,"void at::native::<unnamed>::layer_norm_grad_input_kernel_vectorized<float, float>(const T1 *, const T1 *, const T2 *, const T2 *, const T1 *, T1 *, int)",64705,57665,0.04050984132489378,-2.685803747884233,342,layer_norm_grad_input_kernel_vectorized,38.04,108,65.75,65.75,65.24,75.0,44.23,54.61
344,GammaBetaBackwardCUDAKernel_32x32,"void at::native::<unnamed>::GammaBetaBackwardCUDAKernel_32x32<float, float>(long, long, const T1 *, const T1 *, const T2 *, const T2 *, T1 *, T1 *)",95586,326502,1.0,2.41579310777729,343,GammaBetaBackwardCUDAKernel_32x32,11.94,108,38.52,38.52,49.92,100.0,0.09,19.14
345,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",52417,44577,1.0,-0.1495697960585306,344,vectorized_elementwise_kernel,6.61,108,72.71,72.71,88.54,100.0,29.31,40.41
346,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",3968,2880,1.0,-0.2741935483870968,345,vectorized_elementwise_kernel,0.02,108,0.47,0.09,6.19,100.0,0.0,89.58
347,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",3904,2720,1.0,-0.3032786885245902,346,vectorized_elementwise_kernel,0.02,108,0.48,0.09,6.19,100.0,0.0,88.69
348,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::masked_scale_kernel<bool, float, float>(at::Tensor &, const at::Tensor &, const at::Tensor &, T3)::[lambda(float, bool) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",42592,41537,1.0,-0.02476990984222389,347,vectorized_elementwise_kernel,15.44,108,68.81,68.81,84.71,100.0,0.0,54.78
349,ampere_sgemm_128x64_tn,ampere_sgemm_128x64_tn,3817671,2489741,1.0,-0.347837726194845,348,ampere_sgemm_128x64_tn,95.87,108,48.15,2.05,23.96,25.0,0.37,98.58
350,ampere_sgemm_128x128_nt,ampere_sgemm_128x128_nt,3722405,2760819,0.8597028635343353,-0.3004803908569117,349,ampere_sgemm_128x128_nt,98.47,108,31.88,3.98,23.45,25.0,0.05,77.83
351,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",50433,41857,0.0,0.0,350,reduce_kernel,9.49,108,32.91,32.91,41.43,62.5,8.27,7.38
352,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",3649,2624,0.0,0.0,351,vectorized_elementwise_kernel,0.02,108,0.71,0.09,6.2,100.0,0.0,91.11
353,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",16192,11520,0.0,0.0,352,vectorized_elementwise_kernel,6.9,108,38.31,38.31,72.99,100.0,0.0,52.01
354,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",215364,220036,0.03286734897925794,0.6600320872684288,353,vectorized_elementwise_kernel,6.47,108,87.58,87.58,92.03,100.0,0.0,49.06
355,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",220164,328966,1.0,0.4941861521411312,354,vectorized_elementwise_kernel,6.47,108,87.77,87.77,92.08,100.0,0.0,48.83
356,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::tanh_backward_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float, float) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",221604,224708,1.0,0.01400696738326023,355,vectorized_elementwise_kernel,7.84,108,87.57,87.57,91.92,100.0,0.0,48.74
357,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",145251,145539,1.0,0.001982774645269224,356,vectorized_elementwise_kernel,8.57,108,84.76,84.76,88.73,100.0,0.0,61.31
358,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",150243,147843,1.0,-0.01597412192248557,357,vectorized_elementwise_kernel,8.59,108,84.75,84.75,88.52,100.0,0.0,61.66
359,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",149891,148706,1.0,-0.00790574484125131,358,vectorized_elementwise_kernel,8.54,108,83.53,83.53,88.56,100.0,0.0,61.44
360,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",148738,148195,1.0,-0.003650714679503557,359,vectorized_elementwise_kernel,8.64,108,84.61,84.61,88.91,100.0,0.0,61.55
361,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",223781,224292,1.0,0.002283482511920136,360,vectorized_elementwise_kernel,6.49,108,87.43,87.43,92.09,100.0,0.0,48.75
362,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",219044,221412,1.0,0.01081061339274301,361,vectorized_elementwise_kernel,6.47,108,86.02,86.02,91.86,100.0,27.65,44.21
363,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",148482,146819,1.0,-0.01120001077571692,362,vectorized_elementwise_kernel,8.59,108,84.7,84.7,88.67,100.0,0.0,61.77
364,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",221348,222884,1.0,0.006939299203064857,363,vectorized_elementwise_kernel,6.47,108,86.42,86.42,91.9,100.0,27.73,44.25
365,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,3521153,2604848,1.0,-0.2602286807758709,364,ampere_sgemm_128x32_tn,89.05,108,80.29,2.44,45.63,50.0,0.13,96.81
366,ampere_sgemm_64x32_sliced1x4_nt,ampere_sgemm_64x32_sliced1x4_nt,2439501,2718705,1.0,0.1144512750763373,365,ampere_sgemm_64x32_sliced1x4_nt,92.94,108,53.0,6.38,23.89,25.0,0.08,82.71
367,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",85986,91298,1.0,0.06177749866257298,366,reduce_kernel,11.38,108,63.37,63.37,58.78,62.5,4.9,21.05
368,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2528,2528,1.0,0.0,367,vectorized_elementwise_kernel,0.04,108,0.6,0.22,6.18,100.0,0.0,79.29
369,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",10720,10689,1.0,-0.002891791044776119,368,vectorized_elementwise_kernel,7.24,108,37.83,37.83,74.12,100.0,0.0,51.35
370,layer_norm_grad_input_kernel_vectorized,"void at::native::<unnamed>::layer_norm_grad_input_kernel_vectorized<float, float>(const T1 *, const T1 *, const T2 *, const T2 *, const T1 *, T1 *, int)",58561,59457,1.0,0.01530028517272588,369,layer_norm_grad_input_kernel_vectorized,37.49,108,65.87,65.87,65.19,75.0,44.39,54.4
371,GammaBetaBackwardCUDAKernel_32x32,"void at::native::<unnamed>::GammaBetaBackwardCUDAKernel_32x32<float, float>(long, long, const T1 *, const T1 *, const T2 *, const T2 *, T1 *, T1 *)",72449,80449,1.0,0.1104225041063369,370,GammaBetaBackwardCUDAKernel_32x32,12.11,108,38.21,38.21,49.91,100.0,0.09,18.38
372,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",43745,48865,1.0,0.1170419476511601,371,vectorized_elementwise_kernel,6.54,108,73.29,73.29,88.02,100.0,29.34,40.87
373,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",3072,3072,1.0,0.0,372,vectorized_elementwise_kernel,0.02,108,0.47,0.09,6.17,100.0,0.0,89.51
374,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2624,2656,1.0,0.01219512195121951,373,vectorized_elementwise_kernel,0.02,108,0.51,0.1,6.03,100.0,0.0,89.43
375,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::masked_scale_kernel<bool, float, float>(at::Tensor &, const at::Tensor &, const at::Tensor &, T3)::[lambda(float, bool) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",41185,109154,1.0,1.650333859414836,374,vectorized_elementwise_kernel,15.64,108,68.29,68.29,84.38,100.0,0.0,54.51
376,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,647148,1201910,0.7637576856836202,1.122399587166554,375,ampere_sgemm_128x32_tn,87.77,108,80.22,2.45,45.63,50.0,0.52,97.38
377,ampere_sgemm_64x32_sliced1x4_nt,ampere_sgemm_64x32_sliced1x4_nt,703693,724525,1.0,0.02960381871071618,376,ampere_sgemm_64x32_sliced1x4_nt,82.02,108,46.74,6.0,20.82,25.0,0.08,81.42
378,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",30176,31136,1.0,0.03181336161187698,377,reduce_kernel,9.45,108,33.75,33.75,41.48,62.5,8.31,6.93
379,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2464,2816,1.0,0.1428571428571428,378,vectorized_elementwise_kernel,0.02,108,0.48,0.09,6.21,100.0,0.0,89.11
380,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4768,5024,1.0,0.05369127516778523,379,vectorized_elementwise_kernel,4.01,108,18.6,18.51,43.3,100.0,0.0,54.03
381,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",47873,48225,1.0,0.007352787583815512,380,vectorized_elementwise_kernel,6.46,108,75.42,75.42,87.72,100.0,0.0,46.12
382,reduce_kernel,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",46433,48929,1.0,0.05375487261215084,381,reduce_kernel,76.02,108,24.07,24.07,90.18,100.0,10.44,8.68
383,elementwise_kernel,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",4608,4737,1.0,0.02799479166666667,382,elementwise_kernel,6.02,108,12.41,3.24,20.36,100.0,0.0,86.76
384,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<unsigned char>, at::detail::Array<char *, (int)1>>(int, T2, T3)",42753,43904,1.0,0.02692208733890019,383,vectorized_elementwise_kernel,14.5,108,24.14,4.45,9.46,100.0,0.0,98.31
385,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,"fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80(PyTorchMemEffAttention::AttentionBackwardKernel<cutlass::arch::Sm80, float, (bool)1, (bool)1, (bool)0, (int)64, (int)64, (int)64, (bool)0>::Params)",1247415,1370905,1.0,0.09899672522777103,384,fmha_cutlassB_f32_aligned_64x64_k64_dropout_sm80,37.02,108,30.17,11.18,12.15,12.5,17.09,81.86
386,CatArrayBatchedCopy_aligned16_contig,"void at::native::<unnamed>::CatArrayBatchedCopy_aligned16_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)3, (int)128, (int)1>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)",111042,111234,1.0,0.00172907548495164,385,CatArrayBatchedCopy_aligned16_contig,58.16,108,75.54,75.54,90.81,100.0,60.0,62.81
387,ampere_sgemm_128x32_tn,ampere_sgemm_128x32_tn,1913987,1900835,1.0,-0.006871520025998086,386,ampere_sgemm_128x32_tn,88.64,108,80.03,2.26,45.64,50.0,0.17,97.13
388,ampere_sgemm_128x32_sliced1x4_nt,ampere_sgemm_128x32_sliced1x4_nt,1738689,2128519,1.0,0.2242091598900091,387,ampere_sgemm_128x32_sliced1x4_nt,98.08,108,40.39,4.94,12.5,12.5,0.0,84.71
389,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",71425,70657,1.0,-0.01075253762688134,388,reduce_kernel,12.4,108,53.53,53.53,56.66,62.5,6.37,19.67
390,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2720,2560,1.0,-0.05882352941176471,389,vectorized_elementwise_kernel,0.04,108,0.57,0.17,6.2,100.0,0.0,84.95
391,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",8928,8737,1.0,-0.02139336917562724,390,vectorized_elementwise_kernel,6.45,108,33.4,33.4,66.49,100.0,0.0,51.74
392,layer_norm_grad_input_kernel_vectorized,"void at::native::<unnamed>::layer_norm_grad_input_kernel_vectorized<float, float>(const T1 *, const T1 *, const T2 *, const T2 *, const T1 *, T1 *, int)",57505,57217,1.0,-0.005008260151291192,391,layer_norm_grad_input_kernel_vectorized,37.46,108,65.61,65.61,65.2,75.0,44.48,53.99
393,GammaBetaBackwardCUDAKernel_32x32,"void at::native::<unnamed>::GammaBetaBackwardCUDAKernel_32x32<float, float>(long, long, const T1 *, const T1 *, const T2 *, const T2 *, T1 *, T1 *)",72226,71841,1.0,-0.005330490405117271,392,GammaBetaBackwardCUDAKernel_32x32,12.15,108,38.44,38.44,49.91,100.0,0.09,18.96
394,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, at::detail::Array<char *, (int)3>>(int, T2, T3)",44129,43873,1.0,-0.00580117383126742,393,vectorized_elementwise_kernel,6.64,108,73.62,73.62,88.01,100.0,29.07,40.95
395,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",3040,2848,1.0,-0.06315789473684211,394,vectorized_elementwise_kernel,0.02,108,0.47,0.09,6.16,100.0,0.0,89.1
396,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2944,2848,1.0,-0.03260869565217391,395,vectorized_elementwise_kernel,0.02,108,0.71,0.09,6.19,100.0,0.0,89.64
397,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::masked_scale_kernel<bool, float, float>(at::Tensor &, const at::Tensor &, const at::Tensor &, T3)::[lambda(float, bool) (instance 1)], at::detail::Array<char *, (int)3>>(int, T2, T3)",40992,41249,1.0,0.006269516003122561,396,vectorized_elementwise_kernel,15.51,108,68.3,68.3,84.83,100.0,0.0,54.55
398,ampere_sgemm_128x64_tn,ampere_sgemm_128x64_tn,2378029,2599119,0.99950752543458,0.09301776170488724,397,ampere_sgemm_128x64_tn,95.89,108,48.17,2.06,23.96,25.0,0.37,98.57
399,ampere_sgemm_128x128_nt,ampere_sgemm_128x128_nt,2318763,2688593,0.9985955479315761,0.1597188410453272,398,ampere_sgemm_128x128_nt,98.47,108,31.89,3.97,23.45,25.0,0.04,78.14
400,reduce_kernel,"void at::native::reduce_kernel<(int)128, (int)4, at::native::ReduceOp<float, at::native::func_wrapper_t<float, at::native::sum_functor<float, float, float>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, float, (int)4>>(T3)",38017,42977,1.0,0.1304679485493332,399,reduce_kernel,9.29,108,33.48,33.48,41.58,62.5,8.28,7.29
401,vectorized_elementwise_kernel,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",2496,2432,1.0,-0.02564102564102564,400,vectorized_elementwise_kernel,0.02,108,0.48,0.09,6.21,100.0,0.0,89.57
